hit_id,decision_id,att_attachmentLink,att_metadataReference,matchedKeywords,matchedLanguage,matchContext,loadedAt,att_attachmentCategory,att_attachmentDocumentDate,att_attachmentIdSequence,att_attachmentLanguage,att_attachmentLocationType,att_attachmentName,att_attachmentPublicationBusinessDate,att_attachmentPublicationDescription,att_attachmentSentDate,att_language,att_metadataType,caseAtt_attachmentCategory,caseAtt_attachmentDocumentDate,caseAtt_attachmentIdSequence,caseAtt_attachmentLanguage,caseAtt_attachmentLink,caseAtt_attachmentLocationType,caseAtt_attachmentName,caseAtt_attachmentPublicationBusinessDate,caseAtt_attachmentPublicationDescription,caseAtt_attachmentSentDate,caseAtt_language,caseAtt_metadataReference,caseAtt_metadataType,case_caseAidInstruments,case_caseCartel,case_caseCompanies,case_caseCourtCases,case_caseDeadlineDate,case_caseDg,case_caseEvents,case_caseEventsDates,case_caseExternalLinks,case_caseInitiationDate,case_caseInstrument,case_caseInvestigationPhase,case_caseLastDecisionDate,case_caseLegalBasis,case_caseLinks,case_caseNotificationDate,case_caseNumber,case_caseNumberPart,case_caseOfficialJournalPublications,case_caseOfficialJournalPublicationsPublishedDates,case_casePressReleases,case_casePressReleasesPublicationDates,case_casePrimaryLaws,case_caseRegions,case_caseRegulation,case_caseRenotificationDate,case_caseSecondaryLaws,case_caseSectors,case_caseSimplified,case_caseSimplifiedProcedure,case_caseTimelineEvents,case_caseTimelineEventsDates,case_caseTitle,case_caseType,case_language,case_metadataReference,case_metadataType,dec_decisionAdoptionDate,dec_decisionCelexReference,dec_decisionExternalLinks,dec_decisionNumber,dec_decisionOfficialJournalPublications,dec_decisionOfficialJournalPublicationsPublishedDates,dec_decisionOjPriorPublication,dec_decisionPressReleases,dec_decisionPressReleasesPublicationDates,dec_decisionTypes,dec_language,dec_metadataReference,dec_metadataType
66,1397,https://ec.europa.eu/competition/mergers/cases/decisions/m877_19970730_600_de.pdf,M.877-DEC38992-ATT12,Schieds*,DE,"zeuge verwendet werden könnte, oder ob es sich um ein Sperrpatent handelt, so wird ein unabhängiger Schiedsrichter nach von Boeing und dem anderen Hersteller gemeinsam vereinbarten Bedingungen und Ver",2026-06-05T15:52:26.215798,,,12,DE,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-00877-020-2-19970730-0600-pub-de,,,2004-12-07,de,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BOEING / McDONNELL DOUGLAS,,,,,,,1997-02-18,Merger,,1997-07-30,,,1997-02-18,M.877,877,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_30_3"",""label"":""C.30.3 - Manufacture of air and spacecraft and related machinery""}",Normal procedure,false,,,BOEING / McDONNELL DOUGLAS,,en,M.877,METADATA_CASE,1997-07-30,31997D0816,,38992,"{""items"":[{""reference"":""L336"",""publishedDate"":""1997-12-08"",""priorPublication"":""false""}]}",1997-12-08,false,,,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.877-DEC38992,METADATA_DECISION
68,1399,https://ec.europa.eu/competition/mergers/cases/decisions/m877_19970730_600_fr.pdf,M.877-DEC38992-ATT15,arbitrag*,FR,"ction commerciaux, ou s’il s’agit d’un brevet de blocage, ce désaccord sera soumis à une instance d’arbitrage indépendante selon des modalités dont Boeing et l’autre avionneur conviendront d’un commun",2026-06-05T15:52:32.490228,,,15,FR,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-00877-020-2-19970730-0600-pub-fr,,,2004-12-07,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BOEING / McDONNELL DOUGLAS,,,,,,,1997-02-18,Merger,,1997-07-30,,,1997-02-18,M.877,877,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_30_3"",""label"":""C.30.3 - Manufacture of air and spacecraft and related machinery""}",Normal procedure,false,,,BOEING / McDONNELL DOUGLAS,,en,M.877,METADATA_CASE,1997-07-30,31997D0816,,38992,"{""items"":[{""reference"":""L336"",""publishedDate"":""1997-12-08"",""priorPublication"":""false""}]}",1997-12-08,false,,,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.877-DEC38992,METADATA_DECISION
67,1398,https://ec.europa.eu/competition/mergers/cases/decisions/m877_19970730_600_en.pdf,M.877-DEC38992-ATT13,arbitrat*,EN,"jet aircraft or whether the patent is blocking, such disagreement shall be submitted to independent arbitration under terms and procedures to be mutually agreed between Boeing and the other manufactur",2026-06-05T15:52:38.770514,,,13,EN,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-00877-020-2-19970730-0600-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BOEING / McDONNELL DOUGLAS,,,,,,,1997-02-18,Merger,,1997-07-30,,,1997-02-18,M.877,877,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_30_3"",""label"":""C.30.3 - Manufacture of air and spacecraft and related machinery""}",Normal procedure,false,,,BOEING / McDONNELL DOUGLAS,,en,M.877,METADATA_CASE,1997-07-30,31997D0816,,38992,"{""items"":[{""reference"":""L336"",""publishedDate"":""1997-12-08"",""priorPublication"":""false""}]}",1997-12-08,false,,,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.877-DEC38992,METADATA_DECISION
69,1417,https://ec.europa.eu/competition/mergers/cases/decisions/m3216_20041026_590_fr.pdf,M.3216-DEC41715-ATT8,arbitrag*,FR,identifier clairement à quel groupe chaque client appartient; ii) les échanges entre clients et les arbitrages par des tiers (intégrateurs de systèmes et consultants) ne doivent pas être possibles; et,2026-06-05T15:52:57.570516,,,8,FR,DDOC,Art. 8(2) -  - m3216-8(2)-FR,,,2005-06-10,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,ORACLE / PEOPLESOFT | ORACLE / PEOPLESOFT (4064),,2004-11-09,,,,,2003-10-14,Merger,,2004-10-26,,,2003-10-14,M.3216,3216,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_62_0_9"",""label"":""J.62.09 - Other information technology and computer service activities""}",Normal procedure,,,,ORACLE / PEOPLESOFT (4064),,en,M.3216,METADATA_CASE,2004-10-26,32005D0621,,41715,"{""items"":[{""reference"":""L218"",""publishedDate"":""2005-08-23"",""priorPublication"":""false""}]}",2005-08-23,false,"{""items"":[{""reference"":""IP/04/1312""}]}",,"{""code"":""DecisionType590"",""label"":""Art. 8(2)""}",en,M.3216-DEC41715,METADATA_DECISION
70,1431,https://ec.europa.eu/competition/mergers/cases/decisions/m1035_19971222_310_en.pdf,M.1035-DEC39211-ATT5,arbitrat*,EN,h shareholders in all important business decisions (including initial and annual business plan). An arbitration mechanism has been agreed in cases of deadlock. Therefore FGD is jointly controlled by A,2026-06-05T15:53:04.376144,,,5,EN,DDOC,Art. 6(1)(b) -  - mtf-dec-m-01035-020-1-19971222-0310-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,HOCHTIEF / AER RIANTA / DÜSSELDORF AIRPORT,,1997-12-22,,,,,1997-11-20,Merger,,1997-12-22,,,1997-11-20,M.1035,1035,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsH_51"",""label"":""H.51 - Air transport""}",Normal procedure,false,,,HOCHTIEF / AER RIANTA / DÜSSELDORF AIRPORT,,en,M.1035,METADATA_CASE,1997-12-22,,,39211,"{""items"":[{""reference"":""C61"",""publishedDate"":""1998-02-26"",""priorPublication"":""false""}]}",1998-02-26,false,,,"{""code"":""DecisionType310"",""label"":""Art. 6(1)(b)""}",en,M.1035-DEC39211,METADATA_DECISION
71,1443,https://ec.europa.eu/competition/mergers/cases/decisions/m1042_19980115_310_en.pdf,M.1042-DEC39221-ATT3,arbitrat*,EN,striction for all major policy and strategic decisions. Any deadlock will ultimately be resolved by arbitration. Full function joint venture 7. The joint venture will have sufficient financial and oth,2026-06-05T15:53:15.311162,,,3,EN,DDOC,Art. 6(1)(b) -  - mtf-dec-m-01042-020-1-19980115-0310-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,EASTMAN KODAK / SUN CHEMICAL | KODAK / POLYCHROME,,1998-01-15,,,,,1997-12-01,Merger,,1998-01-15,,,1997-12-01,M.1042,1042,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_20_5_9"",""label"":""C.20.59 - Manufacture of other chemical products n.e.c.""}",Normal procedure,false,,,EASTMAN KODAK / SUN CHEMICAL,,en,M.1042,METADATA_CASE,1998-01-15,,,39221,"{""items"":[{""reference"":""C32"",""publishedDate"":""1998-01-30"",""priorPublication"":""false""}]}",1998-01-30,false,,,"{""code"":""DecisionType310"",""label"":""Art. 6(1)(b)""}",en,M.1042-DEC39221,METADATA_DECISION
72,1457,https://ec.europa.eu/competition/mergers/cases/decisions/m3225_en.pdf,M.3225-DEC37925-ATT24,arbitrat*,EN,"ions have changed since […] so as to make Alcan’s obligations under paragraph 2 unnecessary. 1.3.3. Arbitration 6. If, within a period of […] of the making of a request by a third party seeking a Lice",2026-06-05T15:53:45.074085,,,24,EN,DDOC,Art. 6(1)(b) with conditions & obligations -  - mtf-dec-m-03225-020-1-20030929-0440-pub-en,,,2003-12-04,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,ALCAN / PECHINEY (II),,,,,,,2003-08-14,Merger,,2003-09-29,,M.1715,2003-08-14,M.3225,3225,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_33_2_0"",""label"":""C.33.20 - Installation of industrial machinery and equipment""} | {""code"":""NaceSectorsB_7_1"",""label"":""B.07.1 - Mining of iron ores""}",Normal procedure,,,,ALCAN / PECHINEY (II),,en,M.3225,METADATA_CASE,2003-09-29,,,37925,"{""items"":[{""reference"":""C299"",""publishedDate"":""2003-12-10"",""priorPublication"":""false""}]}",2003-12-10,false,"{""items"":[{""reference"":""IP/03/1309""}]}",,"{""code"":""DecisionType440"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.3225-DEC37925,METADATA_DECISION
73,1468,https://ec.europa.eu/competition/mergers/cases/decisions/m856_19970514_600_de.pdf,M.856-DEC38965-ATT18,Schieds*,DE,"s zuleiten, internalisieren und die ihnen zustehenden Übertragungskapazitäten aufgrund des Zeitunterschieds zwischen den USA und dem Vereinigten Königreich effizienter nutzen. 59. Die Möglichkeit der",2026-06-05T15:54:05.813305,,,18,DE,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-00856-020-2-19970514-0600-pub-de,,,2004-12-07,de,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BRITISH TELECOM / MCI  (II),,,,,,,1996-12-18,Merger,,1997-05-14,,,1996-12-18,M.856,856,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_61"",""label"":""J.61 - Telecommunications""}",Normal procedure,false,,,BRITISH TELECOM / MCI  (II),,en,M.856,METADATA_CASE,1997-05-14,31997D0815,,38965,"{""items"":[{""reference"":""L336"",""publishedDate"":""1997-12-08"",""priorPublication"":""false""}]}",1997-12-08,false,,,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.856-DEC38965,METADATA_DECISION
74,1497,https://ec.europa.eu/competition/mergers/cases/decisions/m2268_en.pdf,M.2268-DEC40669-ATT3,arbitrat*,EN,"case of Seagram Venture Assets other than “Bourbon Four Roses”, the matter has not been referred to arbitration) by the end date, the parties undertake to appoint a Divestment Trustee to sell them wit",2026-06-05T15:54:33.638970,,,3,EN,DDOC,Art. 6(1)(b) with conditions & obligations -  - mtf-dec-m-02268-020-1-20010508-0440-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,Trustee details,,9,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m2268_9_2.pdf,DOCS,Publication of Trustee details - M2268 Trustee_publication of details,2017-06-29,,2017-06-28,en,M.2268-ATT9,METADATA_CASE_ATTACHMENT,,Antitrust,PERNOD RICARD / DIAGEO / SEAGRAM SPIRITS,,,,,,,2001-03-20,Merger,,2001-05-08,,,2001-03-20,M.2268,2268,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_11_0_1"",""label"":""C.11.01 - Distilling, rectifying and blending of spirits""}",Normal procedure,false,,,PERNOD RICARD / DIAGEO / SEAGRAM SPIRITS,,en,M.2268,METADATA_CASE,2001-05-08,,,40669,"{""items"":[{""reference"":""C16"",""publishedDate"":""2002-01-19"",""priorPublication"":""false""}]}",2002-01-19,false,"{""items"":[{""reference"":""IP/01/669""}]}",,"{""code"":""DecisionType440"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.2268-DEC40669,METADATA_DECISION
75,1525,https://ec.europa.eu/competition/mergers/cases/decisions/m2283_20011010_610_pt.pdf,M.2283-DEC40689-ATT30,arbitrag*,PT,"onários e nos quadros terminais ilustra a dificuldade que deve existir, para a procura, em efectuar arbitragens entre os Estados-Membros. A aparente dificuldade das arbitragens entre os preços dos Est",2026-06-05T15:55:10.552586,,,30,PT,DDOC,Art. 8(3) -  - mtf-dec-m-02283-020-2-20011010-0610-pub-pt,,,2004-03-08,pt,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,SCHNEIDER / LEGRAND,,,,,,,2001-02-19,Merger,,2002-12-04,,,2001-02-19,M.2283,2283,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_27_1_2"",""label"":""C.27.12 - Manufacture of electricity distribution and control apparatus""}",Normal procedure,,,,SCHNEIDER / LEGRAND,,en,M.2283,METADATA_CASE,2001-10-10,32004D0275,,40689,"{""items"":[{""reference"":""L101"",""publishedDate"":""2004-04-06"",""priorPublication"":""false""}]}",2004-04-06,false,"{""items"":[{""reference"":""IP/01/1393""}]}",,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.2283-DEC40689,METADATA_DECISION
76,1528,https://ec.europa.eu/competition/mergers/cases/decisions/m2283_20011010_610_el.pdf,M.2283-DEC40689-ATT39,διαιτη*,EL,"ής διανοµής που εξηγούν ότι η οργάνωση του εφοδιασµού τους σε εθνικό επίπεδο δεν ενδείκνυται για επιδιαιτησίες τιµών. Επιπλέον, η ανάγκη του να είναι πάντοτε σε θέση να εφοδιάζουν τους ηλεκτρολόγους ε",2026-06-05T15:56:10.275083,,,39,EL,DDOC,Art. 8(3) -  - mtf-dec-m-02283-020-2-20011010-0610-pub-el,,,2004-03-08,el,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,SCHNEIDER / LEGRAND,,,,,,,2001-02-19,Merger,,2002-12-04,,,2001-02-19,M.2283,2283,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_27_1_2"",""label"":""C.27.12 - Manufacture of electricity distribution and control apparatus""}",Normal procedure,,,,SCHNEIDER / LEGRAND,,en,M.2283,METADATA_CASE,2001-10-10,32004D0275,,40689,"{""items"":[{""reference"":""L101"",""publishedDate"":""2004-04-06"",""priorPublication"":""false""}]}",2004-04-06,false,"{""items"":[{""reference"":""IP/01/1393""}]}",,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.2283-DEC40689,METADATA_DECISION
77,1530,https://ec.europa.eu/competition/mergers/cases/decisions/m2283_20011010_610_nl.pdf,M.2283-DEC40689-ATT42,arbitrag*,NL,"koopgedrag kunnen vertonen, waardoor er voor afnemers slechts zeer beperkte mogelijkheden zijn voor arbitrage tussen de verschillende door de fabrikanten gehanteerde prijzen. De aspecten die de concur",2026-06-05T15:56:43.002218,,,42,NL,DDOC,Art. 8(3) -  - mtf-dec-m-02283-020-2-20011010-0610-pub-nl,,,2004-03-08,nl,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,SCHNEIDER / LEGRAND,,,,,,,2001-02-19,Merger,,2002-12-04,,,2001-02-19,M.2283,2283,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_27_1_2"",""label"":""C.27.12 - Manufacture of electricity distribution and control apparatus""}",Normal procedure,,,,SCHNEIDER / LEGRAND,,en,M.2283,METADATA_CASE,2001-10-10,32004D0275,,40689,"{""items"":[{""reference"":""L101"",""publishedDate"":""2004-04-06"",""priorPublication"":""false""}]}",2004-04-06,false,"{""items"":[{""reference"":""IP/01/1393""}]}",,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.2283-DEC40689,METADATA_DECISION
78,1532,https://ec.europa.eu/competition/mergers/cases/decisions/m2283_20011010_610_fr.pdf,M.2283-DEC40689-ATT44,arbitrag*,FR,e chaque pays aient un comportement d’achat spécifique qui rendent très limitées les possibilités d'arbitrage de la demande face aux différences des prix pratiqués par les fabricants. Les éléments dét,2026-06-05T15:57:13.581174,,,44,FR,DDOC,Art. 8(3) -  - mtf-dec-m-02283-020-2-20011010-0610-pub-fr,,,2004-03-04,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,SCHNEIDER / LEGRAND,,,,,,,2001-02-19,Merger,,2002-12-04,,,2001-02-19,M.2283,2283,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_27_1_2"",""label"":""C.27.12 - Manufacture of electricity distribution and control apparatus""}",Normal procedure,,,,SCHNEIDER / LEGRAND,,en,M.2283,METADATA_CASE,2001-10-10,32004D0275,,40689,"{""items"":[{""reference"":""L101"",""publishedDate"":""2004-04-06"",""priorPublication"":""false""}]}",2004-04-06,false,"{""items"":[{""reference"":""IP/01/1393""}]}",,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.2283-DEC40689,METADATA_DECISION
79,1534,https://ec.europa.eu/competition/mergers/cases/decisions/m2283_20011010_610_es.pdf,M.2283-DEC40689-ATT50,arbitraj*,ES,es de cada país tengan un comportamiento de compra específico que limita mucho las posibilidades de arbitraje de la demanda ante las diferencias de precios practicados por los fabricantes. Los element,2026-06-05T15:57:42.202840,,,50,ES,DDOC,Art. 8(3) -  - mtf-dec-m-02283-020-2-20011010-0610-pub-es,,,2004-03-08,es,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,SCHNEIDER / LEGRAND,,,,,,,2001-02-19,Merger,,2002-12-04,,,2001-02-19,M.2283,2283,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_27_1_2"",""label"":""C.27.12 - Manufacture of electricity distribution and control apparatus""}",Normal procedure,,,,SCHNEIDER / LEGRAND,,en,M.2283,METADATA_CASE,2001-10-10,32004D0275,,40689,"{""items"":[{""reference"":""L101"",""publishedDate"":""2004-04-06"",""priorPublication"":""false""}]}",2004-04-06,false,"{""items"":[{""reference"":""IP/01/1393""}]}",,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.2283-DEC40689,METADATA_DECISION
80,1536,https://ec.europa.eu/competition/mergers/cases/decisions/m2283_20020130_1240_fr.pdf,M.2283-DEC40694-ATT29,arbitrag*,FR,"rincipal concurrent. Or, dans sa réponse, Schneider n'a nullement montré en quoi le résultat de cet arbitrage le conduirait à privilégier le produit financier immédiat de sa vente de Legrand face à un",2026-06-05T15:57:47.439252,,,29,FR,DDOC,Art. 8(4) -  - mtf-dec-m-02283-100-0-20020130-0800-pub-fr,,,2004-02-25,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,SCHNEIDER / LEGRAND,,,,,,,2001-02-19,Merger,,2002-12-04,,,2001-02-19,M.2283,2283,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_27_1_2"",""label"":""C.27.12 - Manufacture of electricity distribution and control apparatus""}",Normal procedure,,,,SCHNEIDER / LEGRAND,,en,M.2283,METADATA_CASE,2002-01-30,32004D0276,,40694,"{""items"":[{""reference"":""L101"",""publishedDate"":""2004-04-06"",""priorPublication"":""false""}]}",2004-04-06,false,"{""items"":[{""reference"":""IP/02/173""}]}",,"{""code"":""DecisionType1240"",""label"":""Art. 8(4)""}",en,M.2283-DEC40694,METADATA_DECISION
81,1541,https://ec.europa.eu/competition/mergers/cases/decisions/m2283_20020130_1240_es.pdf,M.2283-DEC40694-ATT36,arbitraj*,ES,"ien, en su respuesta, Schneider no mostró de ninguna manera cómo le conduciría el resultado de este arbitraje a preferir el producto financiero inmediato de su venta de Legrand a una ventaja competiti",2026-06-05T15:58:00.261459,,,36,ES,DDOC,Art. 8(4) -  - mtf-dec-m-02283-100-0-20020130-0800-pub-es,,,2004-02-25,es,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,SCHNEIDER / LEGRAND,,,,,,,2001-02-19,Merger,,2002-12-04,,,2001-02-19,M.2283,2283,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_27_1_2"",""label"":""C.27.12 - Manufacture of electricity distribution and control apparatus""}",Normal procedure,,,,SCHNEIDER / LEGRAND,,en,M.2283,METADATA_CASE,2002-01-30,32004D0276,,40694,"{""items"":[{""reference"":""L101"",""publishedDate"":""2004-04-06"",""priorPublication"":""false""}]}",2004-04-06,false,"{""items"":[{""reference"":""IP/02/173""}]}",,"{""code"":""DecisionType1240"",""label"":""Art. 8(4)""}",en,M.2283-DEC40694,METADATA_DECISION
82,1605,https://ec.europa.eu/competition/mergers/cases/decisions/m235_en.pdf,M.235-DEC38217-ATT2,arbitrat*,EN,ies from Minol's depots on commercially acceptable terms based on local conditions (cost + margin). Arbitration by mutually agreed independent experts will be provided in case of disputes relating to,2026-06-05T15:58:53.294120,,,2,EN,DDOC,Art. 6(1)(b) with conditions & obligations -  - mtf-dec-m-00235-020-1-19920904-0440-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,ELF AQUITAINE THYSSEN / MINOL AG,,,,,,,1992-08-03,Merger,,1992-09-04,,,1992-08-03,M.235,235,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_20"",""label"":""C.20 - Manufacture of chemicals and chemical products""} | {""code"":""NaceSectorsC_19_2_0"",""label"":""C.19.20 - Manufacture of refined petroleum products""}",Normal procedure,,,,ELF AQUITAINE THYSSEN / MINOL AG,,en,M.235,METADATA_CASE,1992-09-04,,,38217,"{""items"":[{""reference"":""C232"",""publishedDate"":""1992-09-10"",""priorPublication"":""false""}]}",1992-09-10,false,,,"{""code"":""DecisionType440"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.235-DEC38217,METADATA_DECISION
83,1642,https://ec.europa.eu/competition/mergers/cases/decisions/m214_en.pdf,M.214-DEC38193-ATT2,arbitrat*,EN,"hird party arising out of the implementation of these undertakings will be submitted to independent arbitration to be mutually agreed between Du Pont and such third party."" These undertakings have bee",2026-06-05T15:59:25.372860,,,2,EN,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-00214-020-2-19920930-0600-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,DU PONT / ICI,,,,,,,1992-04-30,Merger,,1992-09-30,,,1992-04-30,M.214,214,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_20_6_0"",""label"":""C.20.60 - Manufacture of man-made fibres""}",Normal procedure,false,,,DU PONT / ICI,,en,M.214,METADATA_CASE,1992-09-30,,,38193,"{""items"":[{""reference"":""L7"",""publishedDate"":""1993-01-13"",""priorPublication"":""false""}]}",1993-01-13,false,,,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.214-DEC38193,METADATA_DECISION
84,1669,https://ec.europa.eu/competition/mergers/cases/decisions/m259_en.pdf,M.259-DEC38244-ATT2,arbitrat*,EN,"ted. Should it be impossible to reach agreement, then the issue shall be resolved by an independent arbitrator, whose appointment will be agreed by the parties concerned. In the event that o agreement",2026-06-05T15:59:40.936443,,,2,EN,DDOC,Art. 6(1)(b) with conditions & obligations -  - mtf-dec-m-00259-020-1-19921127-0440-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BRITISH AIRWAYS / TAT,,,,,,,1992-10-23,Merger,,1992-11-27,,,1992-10-23,M.259,259,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsH_51"",""label"":""H.51 - Air transport""}",Normal procedure,,,,BRITISH AIRWAYS / TAT,,en,M.259,METADATA_CASE,1992-11-27,,,38244,"{""items"":[{""reference"":""C326"",""publishedDate"":""1992-12-11"",""priorPublication"":""false""}]}",1992-12-11,false,,,"{""code"":""DecisionType440"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.259-DEC38244,METADATA_DECISION
85,1672,https://ec.europa.eu/competition/mergers/cases/decisions/M1806_20000726_600_788410_DE.pdf,M.1806-DEC40141-ATT28,Schieds*,DE,"amen, für die Preise angegeben werden, Amistar und Quadris. Bei Amistar war lag Verhältnis des Unterschieds höchster/niedrigster Preis in 1999 bei [>1]*, für Quadris bei [>1]*. Für den Wirkstoff Hexac",2026-06-05T16:00:06.530863,,,28,DE,DDOC,Art. 8(2) with conditions & obligations - Public version - mtf-dec-m-01806-020-2-20000726-0600-pub-de[1],2010-08-19,,2010-08-18,de,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,,,,,,,2000-02-18,Merger,,2000-07-26,,,2000-02-18,M.1806,1806,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_20_2_0"",""label"":""C.20.20 - Manufacture of pesticides and other agrochemical products""}",Normal procedure,,,,ASTRA ZENECA / NOVARTIS,,en,M.1806,METADATA_CASE,2000-07-26,32004D0310,,40141,"{""items"":[{""reference"":""L110"",""publishedDate"":""2004-04-16"",""priorPublication"":""false""}]}",2004-04-16,false,"{""items"":[{""reference"":""IP/00/844""}]}",,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.1806-DEC40141,METADATA_DECISION
