hit_id,decision_id,att_attachmentLink,att_metadataReference,matchedKeywords,matchedLanguage,matchContext,loadedAt,att_attachmentCategory,att_attachmentDocumentDate,att_attachmentIdSequence,att_attachmentLanguage,att_attachmentLocationType,att_attachmentName,att_attachmentPublicationBusinessDate,att_attachmentPublicationDescription,att_attachmentSentDate,att_language,att_metadataType,caseAtt_attachmentCategory,caseAtt_attachmentDocumentDate,caseAtt_attachmentIdSequence,caseAtt_attachmentLanguage,caseAtt_attachmentLink,caseAtt_attachmentLocationType,caseAtt_attachmentName,caseAtt_attachmentPublicationBusinessDate,caseAtt_attachmentPublicationDescription,caseAtt_attachmentSentDate,caseAtt_language,caseAtt_metadataReference,caseAtt_metadataType,case_caseAidInstruments,case_caseCartel,case_caseCompanies,case_caseCourtCases,case_caseDeadlineDate,case_caseDg,case_caseEvents,case_caseEventsDates,case_caseExternalLinks,case_caseInitiationDate,case_caseInstrument,case_caseInvestigationPhase,case_caseLastDecisionDate,case_caseLegalBasis,case_caseLinks,case_caseNotificationDate,case_caseNumber,case_caseNumberPart,case_caseOfficialJournalPublications,case_caseOfficialJournalPublicationsPublishedDates,case_casePressReleases,case_casePressReleasesPublicationDates,case_casePrimaryLaws,case_caseRegions,case_caseRegulation,case_caseRenotificationDate,case_caseSecondaryLaws,case_caseSectors,case_caseSimplified,case_caseSimplifiedProcedure,case_caseTimelineEvents,case_caseTimelineEventsDates,case_caseTitle,case_caseType,case_language,case_metadataReference,case_metadataType,dec_decisionAdoptionDate,dec_decisionCelexReference,dec_decisionExternalLinks,dec_decisionNumber,dec_decisionOfficialJournalPublications,dec_decisionOfficialJournalPublicationsPublishedDates,dec_decisionOjPriorPublication,dec_decisionPressReleases,dec_decisionPressReleasesPublicationDates,dec_decisionTypes,dec_language,dec_metadataReference,dec_metadataType
46,939,https://ec.europa.eu/competition/mergers/cases/decisions/m358_en.pdf,M.358-DEC38360-ATT3,arbitrat*,EN,"der the sole control of Glaverbel. With regard to Ilved, SIV and Glaverbel are currently engaged in arbitration in Geneva as well as in court proceedings in Brussels and Vasto (Italy). Saint Gobain an",2026-06-05T15:44:12.740366,,,3,EN,DDOC,Art. 8(2) -  - m0358,,,2009-02-20,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,PILKINGTON / SIV,,1994-01-14,,,,,1993-07-30,Merger,,1993-12-21,,,1993-07-30,M.358,358,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_23_1_1"",""label"":""C.23.11 - Manufacture of flat glass""}",Normal procedure,false,,,PILKINGTON / SIV,,en,M.358,METADATA_CASE,1993-12-21,,,38360,"{""items"":[{""reference"":""L158"",""publishedDate"":""1994-06-25"",""priorPublication"":""false""}]}",1994-06-25,false,,,"{""code"":""DecisionType590"",""label"":""Art. 8(2)""}",en,M.358-DEC38360,METADATA_DECISION
47,998,https://ec.europa.eu/competition/mergers/cases/decisions/m1940_8_2.pdf,M.1940-DEC40307-ATT8,arbitrag*,FR,l'offre (entre des installations de stockage sous eau et de stockage à sec) ou des considérations d'arbitrage (entre le segment des râteliers pour combustible épuisé pour le stockage immédiat et le se,2026-06-05T15:44:46.670851,,,8,FR,DDOC,Art. 8(2) -  - m1940-8(2)-OJ-FR,,,2009-07-30,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,FRAMATOME / SIEMENS / COGEMA / JV,,2000-12-19,,,,,2000-07-10,Merger,,2000-12-06,,,2000-07-10,M.1940,1940,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsF_41_2_0"",""label"":""F.41.20 - Construction of residential and non-residential buildings""}",Normal procedure,false,,,FRAMATOME / SIEMENS / COGEMA / JV,,en,M.1940,METADATA_CASE,2000-12-06,32001D0769,,40307,"{""items"":[{""reference"":""L289"",""publishedDate"":""2001-11-06"",""priorPublication"":""false""}]}",2001-11-06,false,"{""items"":[{""reference"":""IP/00/1414""}]}",,"{""code"":""DecisionType590"",""label"":""Art. 8(2)""}",en,M.1940-DEC40307,METADATA_DECISION
48,1017,https://ec.europa.eu/competition/mergers/cases1/202520/M_2803_10624384_57_6.pdf,M.2803-DEC41274-ATT57,arbitrat*,EN,"an interim solution, Telia commits to cause separate accounts to be kept and to be available to the arbitration panel, for the fixed and mobile network businesses. 24 (d) apply: a) a non-discriminatio",2026-06-05T15:44:56.091240,,,57,EN,DDOC,Art. 6(1)(b) with conditions & obligations -  - mtf-dec-m-02803-020-1-20020710-0440-pub-en,2025-05-13,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,TELIA / SONERA,,,,,,,2002-05-28,Merger,,2010-08-02,,,2002-05-28,M.2803,2803,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_61"",""label"":""J.61 - Telecommunications""}",Normal procedure,,,,TELIA / SONERA,,en,M.2803,METADATA_CASE,2002-07-10,,,41274,"{""items"":[{""reference"":""C201"",""publishedDate"":""2002-08-24"",""priorPublication"":""false""}]}",2002-08-24,false,"{""items"":[{""reference"":""IP/02/1032""}]}",,"{""code"":""DecisionType440"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.2803-DEC41274,METADATA_DECISION
49,1049,https://ec.europa.eu/competition/mergers/cases1/202406/M_1853_9890191_127_8.pdf,M.1853-DEC43609-ATT127,arbitrag*,FR,ataire a recensé des soumissionnaires qui utilisent cette règle à des fins inattendues. Ils font un arbitrage entre les produits CEV et ceux d'autres marchés de gros de l'électricité durant la procédu,2026-06-05T15:45:26.926549,,,127,FR,DDOC,Implementing decision -  - m1853-FR-modif._8(2),2024-02-05,,2007-02-05,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,EDF / EnBW | EDF / ENBW,,,,,,,2000-08-31,Merger,,2006-09-14,,,2000-08-31,M.1853,1853,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsD_35_1"",""label"":""D.35.1 - Electric power generation, transmission and distribution""}",Normal procedure,,,,EDF / EnBW,,en,M.1853,METADATA_CASE,2006-09-14,,,43609,,,false,,,"{""code"":""DecisionType2022201355"",""label"":""Modification of Art. 8(2) with conditions & obligations""}",en,M.1853-DEC43609,METADATA_DECISION
50,1067,https://ec.europa.eu/competition/mergers/cases/decisions/m1855_en.pdf,M.1855-DEC40207-ATT4,arbitrat*,EN,"jority of the members on the board, SIA has joint control of Virgin through its veto rights and the arbitration procedure which is provided for the case of disagreement in certain strategic business d",2026-06-05T15:46:25.983661,,,4,EN,DDOC,Art. 6(1)(b) -  - mtf-dec-m-01855-020-1-20000323-0310-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,SINGAPORE AIRLINES / VIRGIN ATLANTIC,,2000-03-24,,,,,2000-02-23,Merger,,2000-03-23,,,2000-02-23,M.1855,1855,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsH_51_1_0"",""label"":""H.51.10 - Passenger air transport""}",Normal procedure,,,,SINGAPORE AIRLINES / VIRGIN ATLANTIC,,en,M.1855,METADATA_CASE,2000-03-23,,,40207,"{""items"":[{""reference"":""C110"",""publishedDate"":""2002-05-07"",""priorPublication"":""false""}]}",2002-05-07,false,,,"{""code"":""DecisionType310"",""label"":""Art. 6(1)(b)""}",en,M.1855-DEC40207,METADATA_DECISION
51,1183,https://ec.europa.eu/competition/mergers/cases/decisions/m1439_15_2.pdf,M.1439-DEC39690-ATT15,arbitrat*,EN,"or in writing specifying the decision challenged, brief reasons for the challenge and nominating an arbitrator. TelialTelenor shall within two weeks nominate its arbitrator and provide reasons for its",2026-06-05T15:48:02.855206,,,15,EN,DDOC,Art. 8(2) with conditions & obligations -  - m1439-8(2)-EN_with_commitments,,,2007-03-23,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,TELIA / TELENOR,,,,,,,1999-04-28,Merger,,1999-10-13,,,1999-04-28,M.1439,1439,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""} | {""code"":""NaceSectorsJ_61"",""label"":""J.61 - Telecommunications""}",Normal procedure,false,,,TELIA / TELENOR,,en,M.1439,METADATA_CASE,1999-10-13,32001D0098,,39690,"{""items"":[{""reference"":""L40"",""publishedDate"":""2001-02-09"",""priorPublication"":""false""}]}",2001-02-09,false,"{""items"":[{""reference"":""IP/99/746""}]}",,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.1439-DEC39690,METADATA_DECISION
52,1186,https://ec.europa.eu/competition/mergers/cases/decisions/M1439_19991013_600_787649_FI.pdf,M.1439-DEC39690-ATT27,välitysl* | välitysm*,FI,"kaskunta on pienempi. Mitä vähemmän liityntäpisteitä uudella operaattorilla on, sitä suurempi puheluvälitysmaksu operaattorin on yleensä maksettava vakiintuneelle operaattorille. Vastaavasti mitä usea",2026-06-05T15:48:28.481464,,,27,FI,DDOC,Art. 8(2) with conditions & obligations - Public version - mtf-dec-m-01439-020-2-19991013-0600-pub-fi[1],2010-08-18,,2010-08-17,fi,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,TELIA / TELENOR,,,,,,,1999-04-28,Merger,,1999-10-13,,,1999-04-28,M.1439,1439,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""} | {""code"":""NaceSectorsJ_61"",""label"":""J.61 - Telecommunications""}",Normal procedure,false,,,TELIA / TELENOR,,en,M.1439,METADATA_CASE,1999-10-13,32001D0098,,39690,"{""items"":[{""reference"":""L40"",""publishedDate"":""2001-02-09"",""priorPublication"":""false""}]}",2001-02-09,false,"{""items"":[{""reference"":""IP/99/746""}]}",,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.1439-DEC39690,METADATA_DECISION
53,1210,https://ec.europa.eu/competition/mergers/cases/decisions/m1455_en.pdf,M.1455-DEC39710-ATT3,arbitrat*,EN,"d for by the Partnership Agreement. In the case of deadlock recourse would be made to mediation and arbitration procedures. Should, however, the matter remain unresolved for more than […], the joint v",2026-06-05T15:49:34.471096,,,3,EN,DDOC,Art. 6(1)(b) -  - mtf-dec-m-01455-020-1-19990420-0310-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,GRUNER + JAHR / FINANCIAL TIMES / JV,,1999-04-20,,,,,1999-03-12,Merger,,1999-04-20,,,1999-03-12,M.1455,1455,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_58_1_3"",""label"":""J.58.13 - Publishing of newspapers""} | {""code"":""NaceSectorsS_96_0"",""label"":""S.96.0 - Other personal service activities""}",Normal procedure,false,,,GRUNER + JAHR / FINANCIAL TIMES / JV,,en,M.1455,METADATA_CASE,1999-04-20,,,39710,,,false,,,"{""code"":""DecisionType310"",""label"":""Art. 6(1)(b)""}",en,M.1455-DEC39710,METADATA_DECISION
54,1242,https://ec.europa.eu/competition/mergers/cases/decisions/m2314_20010711_590_de.pdf,M.2314-DEC40730-ATT15,Schieds*,DE,"en überschüssigen Kapazitäten als schwierig erweisen dürfte. Auch ist es angesichts eines Preisunterschieds von rund 50% im Jahr 2000 unwahrscheinlich, dass für den US-amerikanischen Markt bestimmte P",2026-06-05T15:49:51.308066,,,15,DE,DDOC,Art. 8(2) -  - mtf-dec-m-02314-020-2-20010711-0590-pub-de,,,2004-12-07,de,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BASF / PANTOCHIM / EURODIOL,,2001-08-09,,,,,2001-02-12,Merger,,2001-07-11,,,2001-02-12,M.2314,2314,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_20"",""label"":""C.20 - Manufacture of chemicals and chemical products""}",Normal procedure,false,,,BASF / PANTOCHIM / EURODIOL,,en,M.2314,METADATA_CASE,2001-07-11,32002DO365,,40730,"{""items"":[{""reference"":""L132"",""publishedDate"":""2002-05-17"",""priorPublication"":""false""}]}",2002-05-17,false,"{""items"":[{""reference"":""IP/01/984""}]}",,"{""code"":""DecisionType590"",""label"":""Art. 8(2)""}",en,M.2314-DEC40730,METADATA_DECISION
55,1354,https://ec.europa.eu/competition/mergers/cases/decisions/m866_en.pdf,M.866-DEC38977-ATT4,arbitrat*,EN,"n the point of the disagreement. However, such powers can only be exercised after several stages of arbitration and attempts at reconciliation 1 . 9. As a result, both parties are able to influence st",2026-06-05T15:51:43.074043,,,4,EN,DDOC,Art. 6(1)(b) -  - mtf-dec-m-00866-020-1-19970402-0310-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,CEREOL / ÖSAT - ÖLMÜHLE,,1997-04-03,,,,,1997-02-27,Merger,,1997-04-02,,,1997-02-27,M.866,866,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_10_4_1"",""label"":""C.10.41 - Manufacture of oils and fats""}",Normal procedure,false,,,CEREOL / ÖSAT - ÖLMÜHLE,,en,M.866,METADATA_CASE,1997-04-02,,,38977,"{""items"":[{""reference"":""C146"",""publishedDate"":""1997-05-14"",""priorPublication"":""false""}]}",1997-05-14,false,,,"{""code"":""DecisionType310"",""label"":""Art. 6(1)(b)""}",en,M.866-DEC38977,METADATA_DECISION
56,1376,https://ec.europa.eu/competition/mergers/cases/decisions/m1027_19980527_610_es.pdf,M.1027-DEC39200-ATT16,arbitraj*,ES,"do sobre las condiciones –en particular, los derechos de licencia–, se recurrirá a una instancia de arbitraje, que adoptará una decisión definitiva sobre la proporcionalidad de las condiciones. 59. Be",2026-06-05T15:51:58.048223,,,16,ES,DDOC,Art. 8(3) -  - mtf-dec-m-01027-020-2-19980527-0610-pub-es,,,2004-12-07,es,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,DEUTSCHE TELEKOM / BETARESEARCH,,1998-06-10,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-08,Merger,,1998-05-27,,,1997-12-08,M.1027,1027,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,DEUTSCHE TELEKOM / BETARESEARCH,,en,M.1027,METADATA_CASE,1998-05-27,31999D0154,,39200,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.1027-DEC39200,METADATA_DECISION
57,1377,https://ec.europa.eu/competition/mergers/cases/decisions/m1027_19980527_610_fi.pdf,M.1027-DEC39200-ATT17,välitysl* | välitysm* | välimies* | välimiesmenettel* | välityslautakunta*,FI,"suhteen samoin kuin se jo on toiminut analogisen maksutelevision suhteen eli se on valinnut avoimen välitysmallin. Tämä tarkoittaa sitä, että Telekom on luopunut mahdollisuudesta markkinoida Premieren",2026-06-05T15:51:59.391037,,,17,FI,DDOC,Art. 8(3) -  - mtf-dec-m-01027-020-2-19980527-0610-pub-fi,,,2004-12-07,fi,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,DEUTSCHE TELEKOM / BETARESEARCH,,1998-06-10,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-08,Merger,,1998-05-27,,,1997-12-08,M.1027,1027,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,DEUTSCHE TELEKOM / BETARESEARCH,,en,M.1027,METADATA_CASE,1998-05-27,31999D0154,,39200,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.1027-DEC39200,METADATA_DECISION
58,1378,https://ec.europa.eu/competition/mergers/cases/decisions/m1027_19980527_610_el.pdf,M.1027-DEC39200-ATT19,διαιτη*,EL,"ης. Όσον αφορά τους όρους και ιδίως τα τέλη αδείας εάν δεν επιτευχθεί συµφωνία, γίνεται προσφυγή σε διαιτησία η οποία λαµβάνει την τελική απόφαση. (59) Η BetaResearch αναλαµβάνει τη δέσµευση να ανοίξε",2026-06-05T15:52:02.577578,,,19,EL,DDOC,Art. 8(3) -  - mtf-dec-m-01027-020-2-19980527-0610-pub-el,,,2004-12-07,el,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,DEUTSCHE TELEKOM / BETARESEARCH,,1998-06-10,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-08,Merger,,1998-05-27,,,1997-12-08,M.1027,1027,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,DEUTSCHE TELEKOM / BETARESEARCH,,en,M.1027,METADATA_CASE,1998-05-27,31999D0154,,39200,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.1027-DEC39200,METADATA_DECISION
59,1379,https://ec.europa.eu/competition/mergers/cases/decisions/m1027_19980527_610_de.pdf,M.1027-DEC39200-ATT20,Schiedsgericht* | Schieds*,DE,"r die Lizenzgebühren, keine Einigung zustande, so wird über die Angemessenheit der Konditionen eine Schiedsinstanz abschließend entscheiden. 59. BetaResearch verpflichtet sich bis Ende 1998, die API-S",2026-06-05T15:52:04.123618,,,20,DE,DDOC,Art. 8(3) -  - mtf-dec-m-01027-020-2-19980527-0610-pub-de,,,2004-12-07,de,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,DEUTSCHE TELEKOM / BETARESEARCH,,1998-06-10,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-08,Merger,,1998-05-27,,,1997-12-08,M.1027,1027,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,DEUTSCHE TELEKOM / BETARESEARCH,,en,M.1027,METADATA_CASE,1998-05-27,31999D0154,,39200,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.1027-DEC39200,METADATA_DECISION
60,1380,https://ec.europa.eu/competition/mergers/cases/decisions/m1027_19980527_610_fr.pdf,M.1027-DEC39200-ATT21,arbitrag*,FR,"es conditions d’octroi de ces licences, notamment sur les droits de licence, c'est à une instance d’arbitrage qu’il appartiendra de statuer sur la recevabilité des conditions. 59. BetaResearch s’engag",2026-06-05T15:52:06.413430,,,21,FR,DDOC,Art. 8(3) -  - mtf-dec-m-01027-020-2-19980527-0610-pub-fr,,,2004-12-07,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,DEUTSCHE TELEKOM / BETARESEARCH,,1998-06-10,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-08,Merger,,1998-05-27,,,1997-12-08,M.1027,1027,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,DEUTSCHE TELEKOM / BETARESEARCH,,en,M.1027,METADATA_CASE,1998-05-27,31999D0154,,39200,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.1027-DEC39200,METADATA_DECISION
61,1381,https://ec.europa.eu/competition/mergers/cases/decisions/m1027_19980527_610_da.pdf,M.1027-DEC39200-ATT23,voldgift*,DA,"ig standardkontrakt. Kan parterne ikke nå til enighed om vilkårene, navnlig licensafgifter, skal en voldgiftsinstans træffe afgørelse om, hvorvidt vilkårene er rimelige. 59. BetaResearch forpligter si",2026-06-05T15:52:08.309696,,,23,DA,DDOC,Art. 8(3) -  - mtf-dec-m-01027-020-2-19980527-0610-pub-da,,,2004-12-07,da,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,DEUTSCHE TELEKOM / BETARESEARCH,,1998-06-10,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-08,Merger,,1998-05-27,,,1997-12-08,M.1027,1027,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,DEUTSCHE TELEKOM / BETARESEARCH,,en,M.1027,METADATA_CASE,1998-05-27,31999D0154,,39200,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.1027-DEC39200,METADATA_DECISION
62,1382,https://ec.europa.eu/competition/mergers/cases/decisions/m1027_19980527_610_en.pdf,M.1027-DEC39200-ATT24,arbitrat*,EN,"standard contract. If no agreement is reached on the conditions, in particular the licence fees, an arbitration body will take a final decision as to their appropriateness. 59. BetaResearch undertakes",2026-06-05T15:52:09.764341,,,24,EN,DDOC,Art. 8(3) -  - mtf-dec-m-01027-020-2-19980527-0610-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,DEUTSCHE TELEKOM / BETARESEARCH,,1998-06-10,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-08,Merger,,1998-05-27,,,1997-12-08,M.1027,1027,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,DEUTSCHE TELEKOM / BETARESEARCH,,en,M.1027,METADATA_CASE,1998-05-27,31999D0154,,39200,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.1027-DEC39200,METADATA_DECISION
63,1383,https://ec.europa.eu/competition/mergers/cases/decisions/m1027_19980527_610_it.pdf,M.1027-DEC39200-ATT25,arbitral*,IT,"particolare 15 sui diritti di licenza, sulla loro congruità deciderebbe inappellabilmente un organo arbitrale. 59. BetaResearch si impegna a pubblicare, entro la fine del 1998, l’interfaccia API (""App",2026-06-05T15:52:11.754221,,,25,IT,DDOC,Art. 8(3) -  - mtf-dec-m-01027-020-2-19980527-0610-pub-it,,,2004-12-07,it,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,DEUTSCHE TELEKOM / BETARESEARCH,,1998-06-10,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-08,Merger,,1998-05-27,,,1997-12-08,M.1027,1027,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,DEUTSCHE TELEKOM / BETARESEARCH,,en,M.1027,METADATA_CASE,1998-05-27,31999D0154,,39200,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.1027-DEC39200,METADATA_DECISION
64,1384,https://ec.europa.eu/competition/mergers/cases/decisions/m1027_19980527_610_pt.pdf,M.1027-DEC39200-ATT26,arbitrag*,PT,"dições do contrato, mais concretamente sobre as royalties a pagar, recorrer-se-á a uma instância de arbitragem que decidirá de forma definitiva sobre o carácter razoável das condições impostas. 59. A",2026-06-05T15:52:14.010238,,,26,PT,DDOC,Art. 8(3) -  - mtf-dec-m-01027-020-2-19980527-0610-pub-pt,,,2004-12-07,pt,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,DEUTSCHE TELEKOM / BETARESEARCH,,1998-06-10,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-08,Merger,,1998-05-27,,,1997-12-08,M.1027,1027,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,DEUTSCHE TELEKOM / BETARESEARCH,,en,M.1027,METADATA_CASE,1998-05-27,31999D0154,,39200,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.1027-DEC39200,METADATA_DECISION
65,1385,https://ec.europa.eu/competition/mergers/cases/decisions/m1027_19980527_610_sv.pdf,M.1027-DEC39200-ATT27,skiljeförfar* | skiljedom*,SV,"ngligt standardavtal. Om enighet om villkoren, framför allt om licensavgifterna, inte nås, skall en skiljedomstol fatta det slutliga beslutet om huruvida villkoren är skäliga. 59. BetaResearch åtar si",2026-06-05T15:52:15.414945,,,27,SV,DDOC,Art. 8(3) -  - mtf-dec-m-01027-020-2-19980527-0610-pub-sv,,,2004-12-07,sv,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,DEUTSCHE TELEKOM / BETARESEARCH,,1998-06-10,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-08,Merger,,1998-05-27,,,1997-12-08,M.1027,1027,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,DEUTSCHE TELEKOM / BETARESEARCH,,en,M.1027,METADATA_CASE,1998-05-27,31999D0154,,39200,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.1027-DEC39200,METADATA_DECISION
